vehicle_type,fuel_capacity_liters,current_fuel_liters,avg_mileage_kmpl,daily_travel_km,days_since_last_refill,historical_avg_refill_gap_days,highway_ratio,fuel_exhaustion_days
truck,99.1,20.8,9.9,80.9,14,13,0.21,2.46
suv,57.1,56.7,11.1,113.2,20,3,0.2,5.45
motorcycle,11.2,9.7,31.0,115.9,16,6,0.79,3.19
motorcycle,18.6,10.6,58.1,8.5,29,7,0.06,73.58
hatchback,36.4,34.3,20.8,80.8,21,14,0.53,9.86
hatchback,41.2,23.5,18.2,102.2,7,7,0.53,4.18
sedan,41.3,10.1,21.7,109.9,15,17,0.6,2.42
motorcycle,10.3,9.6,47.0,83.7,26,4,0.99,6.34
hatchback,44.8,27.7,20.8,76.1,18,19,0.19,8.51
suv,51.7,27.1,11.3,65.7,7,20,0.05,4.5
truck,105.8,70.9,6.4,89.4,10,10,0.48,5.74
suv,78.3,71.6,15.1,9.3,11,4,0.76,133.76
truck,87.4,67.8,6.5,74.0,2,4,0.57,6.92
hatchback,39.7,27.9,18.3,113.6,27,5,0.12,4.41
sedan,48.6,7.1,15.2,31.2,20,15,0.35,3.78
suv,64.1,29.7,15.1,67.0,28,10,0.33,6.96
suv,66.8,48.8,10.4,84.2,5,18,0.71,7.28
suv,66.5,17.1,13.3,106.7,20,15,0.99,2.42
truck,104.9,4.5,6.4,9.0,21,6,0.06,3.16
hatchback,37.1,33.4,21.5,113.6,11,20,0.53,6.99
suv,59.6,29.9,12.5,9.2,4,6,0.19,44.92
suv,74.2,59.2,13.6,67.3,10,17,0.95,13.73
sedan,52.6,34.5,16.7,88.8,8,19,0.01,6.39
sedan,47.8,14.4,13.4,82.7,20,8,0.41,2.69
hatchback,34.7,18.7,14.6,102.8,26,5,0.18,2.69
hatchback,38.6,16.7,20.0,86.1,4,18,0.4,3.97
motorcycle,17.2,3.3,45.4,13.3,7,20,0.46,11.99
sedan,42.3,32.4,19.4,52.7,21,15,0.51,12.77
motorcycle,11.6,7.7,45.8,70.0,5,14,0.03,5.32
truck,98.9,88.1,9.2,29.9,16,3,0.49,29.44
motorcycle,15.2,12.4,38.0,13.0,29,17,0.98,42.87
suv,76.3,3.5,10.5,88.6,22,8,0.2,0.45
motorcycle,18.6,11.8,59.7,20.5,2,12,0.26,34.45
hatchback,41.6,10.7,14.7,55.0,11,8,0.18,2.9
truck,68.0,61.1,5.5,16.4,17,14,0.95,24.06
suv,58.8,40.2,13.6,94.7,28,15,0.27,6.34
motorcycle,16.9,3.1,45.3,75.5,11,9,0.94,2.23
truck,81.2,75.7,11.7,43.0,5,14,0.68,24.66
truck,76.5,72.1,5.4,41.6,29,9,0.69,9.98
suv,69.8,37.9,10.7,8.3,10,12,0.08,51.85
motorcycle,18.1,2.5,42.9,55.0,12,18,0.25,2.14
truck,64.4,42.8,11.5,13.6,12,20,0.67,43.57
truck,73.6,12.8,10.5,115.0,4,18,0.6,1.32
sedan,53.2,9.4,20.2,27.6,3,6,0.52,7.77
truck,79.1,4.4,11.9,81.6,29,4,1.0,0.71
sedan,38.7,20.4,18.1,59.3,2,13,0.17,6.23
motorcycle,14.4,2.1,56.0,10.4,28,17,0.1,11.12
motorcycle,11.1,6.4,57.5,109.5,10,8,0.03,3.56
motorcycle,11.3,6.1,36.9,96.8,16,14,0.89,2.41
hatchback,41.5,36.5,21.4,16.5,1,7,0.21,45.49
motorcycle,13.2,6.7,36.6,64.3,16,4,0.63,4.51
truck,95.6,24.8,11.2,98.3,3,19,0.31,3.1
suv,52.3,5.9,14.3,103.0,2,4,0.54,0.92
sedan,39.3,28.8,15.0,36.3,13,18,0.01,12.31
hatchback,44.5,24.2,21.7,34.7,24,11,0.57,17.22
motorcycle,14.9,10.1,30.5,39.7,27,7,0.83,9.02
motorcycle,12.3,9.2,47.7,10.9,22,3,1.0,45.94
suv,66.6,8.2,10.4,87.5,3,5,0.15,1.04
suv,50.2,29.2,15.7,60.7,7,17,0.46,8.78
hatchback,36.8,7.2,15.9,108.5,12,10,0.73,1.24
sedan,40.4,29.4,12.8,28.9,8,12,0.58,14.4
motorcycle,12.3,11.0,46.0,73.3,15,4,0.38,8.19
hatchback,34.6,19.7,19.1,64.6,9,10,0.59,6.6
truck,61.3,53.5,10.9,10.6,0,15,0.41,62.17
truck,118.5,21.3,6.4,82.8,22,9,0.82,1.93
hatchback,33.7,22.5,19.9,113.8,11,16,0.87,4.29
motorcycle,15.8,14.5,38.8,68.2,4,20,0.23,8.38
hatchback,33.2,20.6,22.8,73.5,16,12,0.75,6.68
motorcycle,13.7,8.7,51.9,33.2,22,3,0.11,13.85
suv,76.0,27.7,14.1,82.7,25,5,0.85,5.18
hatchback,30.2,28.1,22.3,112.9,14,16,0.24,5.68
motorcycle,18.4,17.9,32.5,33.4,13,15,0.81,20.35
hatchback,39.6,23.4,21.3,101.6,16,5,0.18,4.98
hatchback,40.8,19.9,21.6,61.0,1,7,0.11,6.98
motorcycle,17.8,13.7,39.2,42.8,26,10,0.81,15.04
motorcycle,12.4,3.0,31.5,10.2,10,6,0.08,10.09
sedan,42.7,16.5,21.7,80.9,1,16,0.13,4.25
hatchback,42.9,7.4,18.4,11.2,20,18,0.48,13.09
truck,89.9,10.0,8.6,69.8,21,7,0.03,1.24
hatchback,33.2,22.4,19.2,31.1,17,17,0.32,15.31
hatchback,39.5,28.4,22.8,67.2,25,5,0.85,11.54
motorcycle,19.6,6.6,45.9,77.7,22,14,0.69,4.5
hatchback,44.9,40.7,19.2,83.0,23,7,0.6,9.75
hatchback,40.6,35.5,16.9,86.3,26,5,0.3,7.09
truck,97.3,91.5,7.5,92.3,15,12,0.8,8.96
motorcycle,20.0,3.7,41.7,77.5,1,16,0.78,2.39
hatchback,30.7,21.9,21.4,12.0,5,6,0.24,41.24
suv,76.1,39.4,9.7,44.5,15,8,0.96,9.9
sedan,35.3,9.2,15.2,93.1,23,4,0.24,1.54
truck,70.2,29.2,7.5,44.9,15,8,0.36,5.27
hatchback,42.0,18.0,19.9,23.8,25,12,0.88,16.65
suv,76.3,54.3,14.1,83.4,24,20,0.24,8.98
hatchback,42.1,17.8,20.8,24.0,26,4,0.13,14.56
hatchback,36.8,24.9,22.8,24.0,3,12,0.1,24.4
motorcycle,15.6,6.9,47.7,31.9,25,6,0.86,11.76
motorcycle,14.7,11.0,37.9,8.8,5,20,0.43,52.58
motorcycle,10.7,4.1,57.5,33.8,10,13,0.49,7.81
suv,54.8,8.7,12.5,10.3,2,14,0.3,11.69
hatchback,34.9,1.4,22.1,115.1,7,17,0.11,0.27
sedan,44.7,41.7,16.6,82.3,0,8,0.98,10.47
truck,80.1,20.6,5.5,103.5,6,7,0.67,1.29
motorcycle,10.9,4.7,30.4,25.4,27,11,0.89,6.77
motorcycle,16.3,11.2,33.1,81.5,27,19,0.65,5.35
hatchback,36.4,20.8,15.5,50.5,12,10,0.47,6.36
hatchback,30.0,22.4,19.7,17.6,16,3,0.54,27.11
suv,74.6,6.1,10.0,92.9,17,18,0.31,0.74
suv,78.1,17.3,14.8,85.0,5,19,0.31,3.26
motorcycle,15.6,6.4,33.5,29.9,5,16,0.0,7.77
hatchback,45.0,10.3,20.6,111.6,14,18,0.8,1.99
sedan,44.6,37.7,20.5,102.3,13,8,0.64,8.89
truck,91.7,32.4,6.0,97.4,12,16,0.14,2.03
hatchback,40.9,1.7,14.7,25.2,16,12,0.82,1.23
hatchback,34.4,15.2,16.8,56.3,14,3,0.68,5.1
suv,75.2,27.0,11.2,95.0,8,10,0.01,3.19
truck,114.5,58.4,7.4,99.2,28,14,0.41,4.34
motorcycle,10.7,3.1,48.8,8.3,16,16,0.8,22.35
hatchback,35.2,5.7,18.7,50.2,19,12,0.99,2.4
motorcycle,19.1,15.4,45.3,47.0,16,5,0.28,15.45
hatchback,30.7,6.7,18.1,48.7,6,12,0.08,2.67
motorcycle,15.1,14.3,34.2,28.8,6,9,0.46,17.76
truck,95.4,50.7,5.9,27.7,9,9,0.69,10.73
suv,74.0,24.8,12.5,13.6,20,10,0.7,27.34
truck,108.1,95.7,10.3,102.1,11,9,0.34,9.22
sedan,52.3,17.6,13.5,78.5,3,4,0.33,3.35
suv,51.6,34.0,9.0,45.7,8,18,0.57,7.45
truck,84.4,52.3,9.6,91.4,29,5,0.75,6.72
sedan,48.5,23.8,13.3,95.3,27,8,0.99,4.08
hatchback,44.5,27.6,14.6,69.3,7,3,0.35,6.52
hatchback,36.6,11.2,19.0,23.5,16,20,0.76,10.21
motorcycle,13.4,8.9,54.4,115.6,6,7,0.43,4.52
suv,59.0,8.5,13.0,63.6,1,15,0.92,2.01
hatchback,38.0,27.3,20.1,53.8,9,11,0.34,11.05
suv,74.8,17.7,8.7,74.4,0,12,0.9,2.41
hatchback,42.6,33.9,22.4,110.1,0,19,0.77,7.65
motorcycle,15.8,9.3,30.4,88.1,5,16,0.83,3.79
truck,72.6,52.8,8.8,112.2,14,20,0.31,4.41
motorcycle,16.4,9.9,56.1,96.0,3,12,0.6,6.73
sedan,51.8,37.5,17.0,36.4,22,17,0.37,19.21
hatchback,36.1,10.0,18.5,118.4,20,14,0.69,1.77
sedan,44.7,34.5,20.9,43.8,10,19,0.65,17.9
sedan,41.6,41.0,20.8,39.1,27,13,0.23,25.08
suv,52.6,45.9,12.7,118.8,27,12,0.52,5.46
hatchback,45.0,15.3,19.3,18.3,23,14,0.54,16.76
sedan,39.0,6.7,17.1,105.3,27,17,0.87,1.22
truck,117.6,45.7,10.8,11.0,4,14,0.37,47.49
sedan,43.9,35.7,20.7,80.5,21,19,0.58,9.53
truck,76.5,23.3,5.7,78.1,3,20,0.22,1.86
suv,73.8,36.9,9.2,11.4,2,17,0.73,32.86
sedan,47.0,34.0,16.7,91.8,5,12,0.08,5.84
motorcycle,17.6,3.3,49.4,118.8,26,8,0.14,1.47
suv,64.0,41.5,8.2,62.5,13,10,0.24,6.0
truck,103.8,7.7,10.5,54.7,10,5,0.74,1.78
suv,50.6,12.9,11.3,72.0,15,16,0.48,2.21
sedan,51.1,48.3,14.4,7.5,24,12,0.34,98.3
hatchback,40.2,20.4,18.0,31.4,17,14,0.25,12.34
hatchback,34.8,25.1,14.8,116.1,5,10,0.36,3.32
truck,88.9,79.2,10.1,21.7,28,8,0.02,32.07
truck,85.5,18.6,11.6,5.4,20,13,0.74,44.5
hatchback,32.6,15.9,23.9,79.0,17,14,0.47,5.2
truck,77.9,77.6,8.9,106.2,2,9,0.19,6.57
suv,76.0,68.8,12.1,110.9,17,6,0.11,7.09
motorcycle,16.5,8.9,40.0,30.1,14,4,0.78,14.38
motorcycle,18.2,10.3,34.7,35.3,5,14,0.23,10.63
suv,57.9,55.5,12.6,116.1,12,8,0.76,6.71
motorcycle,17.9,2.4,51.1,60.5,6,7,0.26,2.12
sedan,40.1,15.9,17.8,89.2,10,19,0.68,3.52
suv,76.0,66.5,14.9,22.6,24,10,0.36,46.05
truck,118.5,41.8,7.9,5.7,7,20,0.1,57.03
suv,79.1,61.7,13.8,115.2,14,14,0.27,7.63
hatchback,41.5,9.0,22.7,7.6,1,12,0.62,30.19
truck,66.0,12.8,9.3,80.7,27,6,0.63,1.76
hatchback,33.7,8.6,17.9,13.4,22,19,0.33,12.46
truck,91.9,4.0,11.9,99.9,2,18,0.54,0.53
motorcycle,18.2,5.5,54.0,45.4,23,13,0.19,6.88
suv,64.6,33.8,13.0,104.9,19,3,0.98,4.93
sedan,39.5,3.8,14.3,106.7,28,20,0.14,0.55
truck,61.4,19.0,6.5,16.8,27,13,0.02,7.12
truck,109.4,45.9,7.0,58.1,24,17,0.09,4.88
hatchback,31.7,10.8,14.1,30.3,12,5,0.52,5.27
motorcycle,17.6,10.2,52.9,116.5,8,15,0.22,4.31
hatchback,43.9,25.5,18.4,33.8,29,4,0.86,16.01
hatchback,35.9,8.9,20.8,14.7,9,15,0.28,13.1
motorcycle,16.0,13.0,57.7,115.8,3,19,0.86,8.22
sedan,52.0,7.6,21.5,68.0,18,8,0.34,2.67
hatchback,41.3,28.3,21.3,34.1,10,16,0.72,19.22
hatchback,33.2,5.8,18.3,35.0,26,13,0.69,3.33
truck,104.6,42.8,9.2,62.6,26,18,0.23,6.57
motorcycle,15.9,1.7,32.7,60.8,19,17,0.16,0.91
suv,75.2,38.0,8.5,20.2,1,18,0.94,19.55
sedan,39.0,14.1,19.8,95.1,2,4,0.86,3.44
sedan,49.1,31.6,16.6,58.7,12,17,0.41,9.61
motorcycle,12.6,5.7,33.5,20.1,22,5,0.76,10.42
truck,66.3,44.6,9.3,87.0,2,13,0.27,4.74
truck,73.1,30.5,10.3,59.7,2,11,0.83,6.59
motorcycle,18.8,8.7,41.2,75.5,10,4,0.69,5.27
truck,70.5,3.0,9.5,35.9,3,6,0.39,0.92
sedan,38.5,20.1,16.6,76.8,7,7,0.21,4.66
sedan,50.4,7.1,14.2,71.2,19,4,0.89,1.75
suv,75.0,4.2,14.6,108.4,11,4,0.54,0.63
motorcycle,18.9,16.5,58.2,60.7,24,8,0.85,17.05
hatchback,35.7,23.5,16.0,15.4,5,10,0.25,26.44
hatchback,37.0,3.8,19.5,15.1,7,12,0.29,5.17
suv,79.5,26.2,8.1,47.2,6,3,0.64,4.8
suv,54.4,48.3,11.3,5.5,29,13,0.2,107.23
truck,96.2,73.0,8.5,26.4,8,13,0.31,24.53
suv,57.6,2.2,12.0,83.8,22,15,0.42,0.36
suv,71.1,61.3,10.5,109.0,6,6,0.04,5.94
hatchback,44.2,15.0,19.9,115.0,24,6,0.47,3.05
truck,105.1,72.9,10.9,64.8,0,6,0.54,12.87
suv,66.6,4.2,8.3,12.4,6,4,0.41,2.97
suv,64.8,22.9,10.0,46.2,23,11,0.68,5.64
truck,88.6,27.4,5.7,85.9,9,12,0.81,2.01
motorcycle,12.4,10.0,38.8,17.9,1,20,0.99,28.56
truck,103.7,1.9,5.7,73.7,14,5,0.41,0.16
hatchback,42.8,11.1,20.2,105.3,17,3,0.99,2.55
motorcycle,18.7,16.7,46.7,12.8,1,9,0.21,63.56
sedan,43.8,32.0,18.7,94.7,4,5,0.99,8.14
truck,78.6,13.3,10.1,109.0,9,5,0.92,1.35
hatchback,32.1,23.9,23.6,21.9,4,20,0.65,29.3
motorcycle,15.3,9.5,54.7,39.4,2,19,0.8,13.82
truck,103.1,24.0,5.0,81.6,14,11,0.6,1.68
suv,66.7,29.8,12.0,97.3,21,19,0.65,4.23
truck,102.4,84.4,6.1,113.6,18,16,0.22,4.75
sedan,41.5,40.9,13.0,10.4,13,17,0.72,57.23
truck,82.2,13.4,6.0,98.5,0,7,0.78,0.94
motorcycle,14.1,13.0,48.3,38.9,12,5,0.35,18.16
motorcycle,14.8,6.8,58.0,87.9,3,10,0.36,4.71
truck,117.5,83.2,5.1,42.8,23,16,0.6,10.73
motorcycle,15.0,2.0,45.5,20.0,16,8,0.78,5.37
suv,60.5,10.9,15.1,118.7,10,4,0.55,1.62
truck,75.7,63.2,7.4,87.2,20,19,0.54,5.91
suv,75.4,28.0,9.4,57.4,5,13,0.81,5.64
suv,66.9,59.5,12.1,30.8,7,9,0.87,27.28
hatchback,38.0,1.7,19.2,50.3,0,13,0.83,0.73
truck,101.1,48.4,6.5,102.4,1,10,0.36,3.36
motorcycle,12.9,12.3,56.3,32.7,15,15,0.6,24.58
suv,71.3,44.4,9.4,67.5,26,6,0.57,6.78
hatchback,42.1,17.7,20.7,62.3,13,4,0.07,5.82
truck,116.6,35.0,5.5,24.5,13,20,0.42,8.14
truck,86.2,80.1,7.1,96.4,6,6,0.64,6.96
sedan,41.0,8.1,15.8,28.6,19,4,0.07,4.49
sedan,49.5,41.1,15.2,60.7,23,3,0.24,11.72
suv,52.2,10.2,10.9,33.2,3,11,0.01,3.26
sedan,35.8,24.3,21.1,52.1,4,4,0.03,9.82
suv,73.3,5.5,14.7,106.5,4,6,0.82,0.81
motorcycle,16.4,7.8,30.2,59.8,15,15,0.01,4.03
suv,68.6,45.1,9.3,54.6,5,7,0.88,8.23
sedan,37.5,2.3,15.0,113.1,4,5,0.85,0.34
motorcycle,14.0,7.5,31.3,28.9,19,5,0.48,8.62
sedan,40.7,23.1,12.5,30.9,2,4,0.93,10.37
suv,68.7,35.1,9.5,69.2,3,4,0.57,4.83
hatchback,37.6,10.7,14.3,107.3,15,20,0.75,1.64
truck,118.3,75.2,9.8,113.5,4,5,0.8,8.11
sedan,54.2,33.2,20.3,64.2,4,20,0.35,12.69
suv,69.7,11.9,12.4,72.7,20,11,0.6,2.3
motorcycle,10.2,4.6,42.5,18.4,26,8,0.07,10.44
sedan,43.9,11.3,12.7,34.5,3,17,0.41,4.82
sedan,52.9,10.3,16.8,77.7,10,20,0.45,2.63
truck,118.4,111.6,9.3,55.6,18,12,1.0,21.89
suv,62.1,45.6,14.7,98.5,7,18,0.49,7.54
hatchback,32.1,21.3,14.7,117.0,22,11,0.98,3.19
motorcycle,15.2,2.7,50.4,62.2,29,3,0.18,2.27
suv,78.5,73.3,9.8,68.7,5,16,0.67,11.55
motorcycle,11.1,9.4,52.9,83.6,12,17,0.49,6.85
sedan,37.6,3.2,15.2,15.0,16,9,0.23,3.44
truck,68.6,57.7,11.7,20.6,1,6,0.94,37.46
truck,88.2,47.7,10.2,29.2,15,4,0.78,19.44
hatchback,30.6,5.2,14.5,117.0,9,13,0.44,0.72
truck,88.0,68.8,6.5,50.6,14,6,0.19,8.75
sedan,35.4,10.3,12.5,22.8,25,12,0.56,6.09
hatchback,42.7,35.5,19.9,70.7,4,17,0.08,10.99
suv,78.4,39.8,15.2,17.1,23,12,0.32,35.65
truck,107.7,48.5,8.3,12.4,17,15,0.08,31.8
hatchback,35.0,8.7,16.9,22.1,2,15,0.5,7.18
sedan,51.7,28.3,14.3,89.6,25,19,0.76,5.28
motorcycle,15.0,14.4,34.6,112.9,14,7,0.73,4.45
motorcycle,12.4,2.3,45.2,66.8,24,16,0.61,1.86
sedan,38.8,7.3,19.4,78.3,16,18,0.64,2.0
sedan,50.4,11.7,17.8,99.8,9,17,0.57,2.3
motorcycle,11.2,7.7,47.2,110.7,23,6,0.25,3.69
hatchback,36.4,6.5,23.8,30.6,28,7,0.45,5.71
motorcycle,15.3,5.4,36.6,107.6,22,14,0.2,1.92
sedan,37.0,21.8,20.1,35.1,7,3,0.44,12.86
truck,102.5,35.3,8.4,86.5,11,16,0.47,4.07
suv,75.6,13.3,9.9,63.9,11,12,0.57,2.21
truck,69.7,64.7,7.8,56.7,2,7,0.51,9.31
truck,67.2,30.0,9.4,87.7,7,19,0.3,3.51
sedan,35.9,2.5,18.4,68.0,13,8,0.55,0.76
motorcycle,19.7,12.8,43.5,100.2,6,9,0.2,5.44
hatchback,30.3,12.2,21.6,64.3,22,8,0.56,4.15
truck,66.3,22.7,9.9,68.0,24,20,0.8,3.92
motorcycle,16.6,7.9,49.3,89.8,24,17,0.26,4.76
hatchback,32.9,27.8,20.8,56.8,27,6,0.72,12.74
truck,72.4,24.4,7.9,96.3,14,19,0.49,2.21
hatchback,36.5,9.1,23.2,41.5,2,14,0.43,5.24
motorcycle,13.1,5.0,49.3,62.1,25,11,0.7,4.44
suv,57.5,45.3,14.8,73.8,10,14,0.78,10.93
motorcycle,16.0,8.8,40.7,106.5,2,5,0.72,3.89
sedan,54.1,28.6,14.9,105.3,26,11,0.55,4.89
hatchback,31.9,2.8,16.2,12.3,4,3,0.44,3.51
suv,74.3,49.7,13.4,35.2,24,13,0.45,21.17
hatchback,31.1,24.4,17.9,100.4,25,19,0.82,5.02
hatchback,37.0,15.5,23.6,47.4,18,20,0.58,8.43
truck,76.2,48.4,11.0,77.8,29,5,0.33,6.88
sedan,40.2,12.4,21.4,60.5,17,16,0.11,4.56
hatchback,43.5,23.4,21.9,10.9,26,14,0.12,49.13
motorcycle,19.1,2.1,33.0,112.0,27,12,0.87,0.73
motorcycle,20.0,17.7,39.3,49.4,1,10,0.73,15.81
truck,80.5,12.7,10.2,57.7,4,17,0.48,2.48
sedan,46.7,10.6,21.6,110.1,29,19,0.69,2.31
sedan,43.5,18.3,19.6,5.6,13,9,0.49,65.03
motorcycle,11.7,4.6,41.7,55.3,27,14,0.45,3.56
suv,73.9,47.6,9.5,36.9,28,7,0.95,14.96
truck,104.8,52.1,6.7,37.1,1,12,0.71,10.79
truck,108.2,99.9,7.5,112.3,20,11,0.39,7.26
motorcycle,14.5,1.2,51.5,13.9,7,12,0.96,5.55
motorcycle,11.6,4.3,58.0,43.8,9,8,0.65,6.72
suv,58.6,16.9,8.5,18.7,21,16,0.31,7.88
suv,74.0,70.0,14.0,25.0,14,5,0.76,48.15
sedan,35.9,11.0,15.7,117.2,18,14,0.31,1.56
truck,73.5,53.9,10.2,59.3,5,16,0.2,9.73
truck,82.1,66.4,5.9,20.1,14,11,0.42,21.43
motorcycle,15.6,11.3,55.2,40.0,22,6,0.55,16.72
sedan,47.7,45.0,16.0,107.9,9,7,0.16,6.88
truck,107.2,55.9,11.4,26.8,4,19,0.24,24.71
sedan,40.7,17.5,16.6,21.6,28,7,0.32,14.01
sedan,53.5,24.1,16.1,77.0,26,18,0.76,5.77
motorcycle,19.6,11.8,50.9,111.3,23,12,0.91,6.88
sedan,44.0,39.8,21.1,75.1,14,19,0.74,13.0
suv,56.3,46.3,15.6,52.2,28,14,0.11,14.55
suv,60.5,10.7,13.4,71.9,27,6,0.06,2.11
hatchback,31.9,7.3,23.1,67.8,24,4,0.46,2.6
motorcycle,13.0,4.0,47.7,59.2,22,12,0.04,3.17
hatchback,44.2,39.0,16.3,116.0,26,16,0.99,6.87
suv,70.3,65.5,13.5,103.3,19,4,0.93,11.02
hatchback,43.8,19.1,14.3,18.0,7,18,0.87,17.93
motorcycle,14.8,14.3,35.6,17.8,19,11,0.09,26.43
motorcycle,11.4,3.1,53.4,23.6,6,17,0.28,7.86
sedan,36.0,17.2,19.7,7.5,23,20,0.72,55.8
truck,73.8,59.5,8.4,75.2,29,12,0.21,7.17
sedan,50.5,12.1,12.9,73.7,9,11,0.01,2.1
motorcycle,17.6,8.8,34.0,81.1,29,12,0.29,3.99
suv,51.0,1.8,12.1,11.6,14,8,0.92,2.19
suv,71.8,63.6,8.4,26.3,27,10,0.29,20.99
sedan,39.8,11.4,13.3,23.8,6,13,0.29,6.23
motorcycle,11.1,9.3,58.7,35.3,20,13,0.96,16.84
suv,63.0,1.1,14.7,74.0,7,15,0.03,0.22
motorcycle,19.3,6.7,55.1,55.8,11,17,0.33,6.98
suv,65.5,19.9,8.5,21.0,0,15,0.98,9.47
motorcycle,14.4,6.2,31.3,66.5,11,16,0.8,3.13
hatchback,40.4,14.9,20.5,31.8,29,12,0.93,11.89
motorcycle,15.9,3.0,45.0,27.6,8,13,0.45,5.7
motorcycle,16.8,16.5,40.8,75.9,21,8,0.63,10.18
sedan,49.2,19.7,14.5,83.1,3,11,0.67,3.66
hatchback,37.3,28.3,15.9,34.7,14,9,0.48,15.22
truck,93.9,67.0,6.1,88.8,27,11,0.03,4.48
sedan,39.7,2.0,16.6,42.5,22,8,0.5,0.83
truck,93.6,37.4,6.2,13.4,14,16,0.1,18.37
suv,71.5,66.0,9.3,59.2,27,15,0.29,10.64
truck,97.1,29.2,11.6,96.4,13,13,0.28,3.69
motorcycle,17.0,5.6,31.1,63.5,14,8,0.76,3.1
truck,87.0,41.5,7.3,90.5,24,17,0.65,3.95
sedan,39.2,7.3,15.7,44.9,15,14,0.18,2.42
sedan,42.6,21.7,18.0,72.1,5,15,0.84,6.07
truck,113.2,83.7,5.6,115.5,15,3,0.71,4.25
sedan,50.1,44.1,18.7,77.3,8,4,0.39,11.57
sedan,50.1,17.4,15.3,111.6,0,20,0.14,2.63
truck,109.0,94.1,8.7,59.7,2,18,0.56,14.57
hatchback,38.7,17.4,17.7,60.3,11,5,0.38,5.35
hatchback,33.3,10.2,17.4,77.9,18,8,0.92,2.66
suv,57.1,26.7,11.1,48.9,25,13,0.4,6.06
sedan,41.2,15.2,20.0,74.1,20,3,0.91,5.21
truck,93.4,2.6,10.7,102.3,16,10,0.63,0.3
sedan,49.3,35.2,18.0,75.6,22,6,0.36,8.67
motorcycle,19.4,9.8,30.6,45.1,26,6,0.36,7.03
sedan,52.4,32.4,15.0,40.8,4,11,0.25,12.55
sedan,35.1,1.9,15.6,19.3,29,5,0.86,1.8
hatchback,32.7,2.5,21.4,19.4,16,11,0.59,2.81
truck,60.8,27.1,7.0,41.7,1,15,0.96,6.15
sedan,48.3,38.7,18.1,92.7,1,6,0.81,9.06
hatchback,43.5,25.2,15.2,47.5,6,10,0.7,8.66
suv,61.6,39.9,8.9,100.8,26,6,0.73,4.24
hatchback,34.4,9.7,22.2,68.5,18,6,0.01,3.05
hatchback,38.8,17.9,19.7,20.3,21,6,0.04,18.03
hatchback,30.6,20.5,23.5,94.4,18,8,0.8,5.98
sedan,50.9,29.9,16.9,13.3,18,12,0.51,39.21
sedan,54.7,44.1,13.1,87.5,16,4,0.41,7.45
suv,65.6,18.1,11.2,67.6,11,20,0.53,3.03
motorcycle,18.5,1.6,40.0,91.2,10,5,0.92,0.9
motorcycle,17.0,4.0,52.6,39.5,3,10,0.01,5.64
motorcycle,18.4,17.6,31.8,78.0,20,5,0.61,7.94
suv,57.3,20.5,15.8,94.9,5,13,0.49,3.79
motorcycle,17.2,12.9,47.1,106.0,8,7,0.06,5.64
motorcycle,10.6,5.0,36.0,95.9,25,11,0.36,1.98
hatchback,34.3,19.8,18.3,11.4,15,10,0.5,33.28
sedan,44.1,36.7,16.2,101.6,28,20,0.93,6.59
sedan,35.4,3.1,13.3,19.0,23,15,0.76,2.49
hatchback,40.3,26.0,17.9,87.9,10,7,0.94,6.45
hatchback,30.3,24.3,16.5,26.3,17,3,0.06,16.84
hatchback,38.3,31.3,22.4,31.8,10,4,0.98,26.61
sedan,48.7,43.8,20.5,71.9,7,16,0.81,13.82
motorcycle,11.2,9.7,50.4,38.5,8,11,0.18,13.81
hatchback,43.7,16.3,18.6,85.3,0,15,0.83,3.86
suv,69.6,17.0,10.1,102.5,8,13,0.77,1.99
hatchback,40.0,25.4,17.7,77.5,24,5,0.41,6.33
truck,75.7,38.8,10.4,54.9,4,3,0.22,7.15
hatchback,43.6,34.3,14.4,113.4,25,14,0.55,4.82
sedan,50.5,16.2,16.8,85.3,7,19,0.83,3.7
hatchback,30.6,8.8,21.6,109.9,3,17,0.66,1.94
truck,116.1,45.7,11.7,116.7,4,6,0.83,5.41
suv,55.8,13.4,8.7,23.0,24,7,0.45,5.35
motorcycle,19.7,1.9,31.9,85.7,0,5,0.49,0.82
hatchback,34.0,1.4,19.1,59.7,16,14,0.58,0.52
truck,75.8,44.8,6.0,19.0,13,18,0.31,15.81
truck,63.0,4.2,7.1,22.0,18,17,0.29,1.43
suv,78.5,26.4,12.9,107.5,29,13,0.77,3.41
sedan,44.3,34.8,16.8,111.4,7,12,0.17,5.37
hatchback,31.8,12.2,19.9,104.7,18,4,0.75,2.71
truck,95.9,14.5,5.5,73.5,22,16,0.85,1.26
suv,62.7,60.8,14.4,8.9,6,8,0.47,107.17
motorcycle,13.6,5.4,47.9,66.0,13,20,0.12,4.13
truck,80.9,74.4,6.2,40.7,15,18,0.65,13.53
suv,78.4,46.9,14.9,109.1,16,10,0.64,7.38
sedan,37.9,15.5,17.7,10.8,20,3,0.53,26.76
sedan,45.4,5.8,16.3,65.1,24,8,0.77,1.61
truck,97.6,56.0,7.4,6.3,27,15,0.41,71.21
truck,72.0,42.0,10.0,103.4,2,14,0.99,4.65
hatchback,31.9,16.0,15.0,36.1,10,19,0.91,7.5
suv,57.5,26.3,10.5,58.6,18,8,0.48,5.21
truck,83.1,65.2,8.0,64.3,23,5,0.91,10.18
hatchback,34.3,1.9,23.9,40.8,19,16,0.45,1.14
